id,title,url,description,original_price,discounted_price,category,photo_url,booked_number,review_score,review_number,tags,is_mflg
81,Whisky Tours at The Grande Whisky Museum,https://www.klook.com/en-US/activity/91708-whisky-tours-and-experiences-singapore/,"Highlights
The perfect journey through the intimate museum tours. The Grande Whisky Museum is passionate about sharing with you their love for whiskies. Take one of their interactive tours to widen your knowledge, explore flavours and create unforgettable whisky memories.

About The Grande Whisky Museum
Home to a comprehensive collection of fine and rare Scotch and Japanese whiskies, including the Royal Lochnagar 31-year old single cask, Yamazaki 50-year old single malt, The Macallan in Lalique Six Pillars Collection, and even bottles autographed by royalty. The Vault contains more than 7,000 bottles which visitors can experience the sights and smells of fine whiskies including closed distilleries. The collection has been awarded two Guinness World Record titles for the World’s Most Valuable Whisky/Whiskey Collection"" and the ""Most Valuable Bottle of Whisky/Whiskey”.

The Grande Whisky Museum also houses the region’s only Saint-Louis House lounge for VIP members and a Museum lounge for the general public. Visitors to the lounges will also revel in the beauty of the largest number of Saint-Louis (part of Hermès group) crystal chandeliers installations in the world, handmade and flown in from the oldest crystal glass maker in Europe, with roots dating back to 1586. The venue also overlooks the Suntec City Fountain of Wealth.

The Grande Whisky Museum is part of The Whisky Trust Group that owns and operates The Whisky Distillery, spanning 15 retail stores across Singapore. Come visit us to experience the rare and exceptional world of whisky.",88,,Museums,https://res.klook.com/image/upload/activities/fzsyfwjuvegiv7munpze.jpg,,5,,"['Instant confirmation', 'Book now for tomorrow']",false
82,Fun at T-Play Bukit Batok in Singapore,https://www.klook.com/en-US/activity/11573-t-play-kids-indoor-playground-singapore/,"What to expect
Take your kids on a field day with a visit at T-Play! The Swedish-built 4,200sqft interactive play arena houses transportation-like facilities crafted based on child's play behavior. With so much room for fun-in-motion activities, children will get the most out of their playtime thanks to its multicolored designs and interactive play centers. Not only does T-Play allow your little tykes to enjoy running, jumping, swinging, and sliding, but they make for perfect learning opportunities for your child's brain development. Let your kids' imaginations run wild as they embark in a journey they've created for themselves. As for you, the parent, there's no need to break a sweat! Your kids are in a safe place to release their pent-up energy. While you wait, the Clubhouse is the perfect spot to unwind and take a break from parental duties with their exciting in-house deals and offers such as discounts on snacks or desserts. ",20.39,18.35,Indoor games,https://res.klook.com/image/upload/activities/w9kgvpaghwxsn517v6us.jpg,1000,4.6,72,"['Instant confirmation', 'Book now for tomorrow']",false
84,Singapore Musical Box Museum Ticket,https://www.klook.com/en-US/activity/51823-singapore-musical-box-museum-tour-admission/,"Highlights
Come and be amazed by the technology and craftsmenship of the past in Singapore's first musical box museum
Explore the hidden museum which is housed inside a temple
The museum compound, Chong Wen Ge, together with Thian Hock Keng temple was awarded UNESCO Asia-Pacific Heritage 2001 Awards for Culture Heritage Conservation
Experience Grandfather jukebox inside the Museum, among 40+ antique musical boxes
Listen to the singing birds in Museum Cafe as you enjoy lunch or afternoon tea",56.6,50,Museums,https://res.klook.com/image/upload/activities/b8kyetjsukdm1e9y5pti.jpg,1000,4.9,234,"['Instant confirmation', 'Book now for today']",false
85,Singapore Adventure Pass,https://www.klook.com/en-US/activity/67647-singapore-adventure-pass/,"Highlights
Get access to  2,3,4, or 5 activities with this one pass!
The pass includes general entry to your all time favourites - NERF Action Xperience, HeadRock VR, Superpark, AIRZONE, Katapult Trampoline Park in Orto Yishun, VR Game Experience by Hologate, Jumprrocks @ Kinex Singapore, VR Escape Room Adventure by Virtual Room, Axe Throwing Experience in Singapore, Laser Quest, TactSim
The pass is valid for 45/60/90/120 days (depending on the selected pass) and gives you flexibility to pick and choose depending on when and where you would like to go!
Klook Exclusive Adventure Pass Bundle & Save! One Pass. Unlimited Fun!",94,75,Attraction passes,https://res.klook.com/image/upload/activities/cjpzpugss5lmibummrrr.jpg,200,,,"['Instant confirmation', 'Klook exclusive']",false
86,"Singapore Discovery Centre – Permanent Exhibits Gallery, Black Lake Facility, Black Lake Laser Battlefield, XD Theatre",https://www.klook.com/en-US/activity/71714-singapore-discovery-centre-activities-tickets/,"What to expect
Black Lake Facility:
A next-frontier multi-disciplinary complex built within the premises of an attraction which acts as a façade for this highly restricted facility.
Embark on a multi-sensorial escape room adventure across 13 rooms and 4 story chapters. The Black Lake Facility offers the largest and most immersive 2-storey escape room experience in Singapore.
Crawl through tight spaces, find concealed doors and more! Unravel the stories in the various chapters and get drawn into the mysteries behind the Black Lake Facility.
Black Lake Laser Battlefield:
Black Lake Laser Battlefield will put you through your worst fears, giving you the illusion of being transported to various inter-dimensions. You may encounter extra-terrestrial beings, creatures, and even zombies. Using a state-of-the-art laser tag equipment, you will be required to utilise skills such as tactility, teamwork, and determination to go through the most immersive laser tag arena in Singapore.
Head over now to Singapore Discovery Centre’s newest attraction where the thrill of the kill never ends! Gear up with your family and friends for an adrenaline rush and heart-stopping adventure as many surprises await you in the most immersive laser tag arena in Singapore.
XD Theatre:
Boasting advanced state-of-the-art patented technology, the XD Theatre offers 4D simulation rides that will give you a thrill ride to keep you on the edge of your seat!
Pedal Boat:
Take a break and rent our pedal boats for a leisurely scenic ride around the Discovery Lake!
Permanent Exhibits Gallery:
Step into an immersive journey from past to present. Discover new stories and perspectives about Singapore.
Explore the complexities of contemporary Singapore with the Sandbox.",10,,Indoor games,https://res.klook.com/image/upload/activities/s0l7j5p7p0ssmhd6jydr.jpg,600,4.6,16,"['Instant confirmation', 'Book now for tomorrow']",false
87,Petite Tayo KidsClub Ticket in Singapore,https://www.klook.com/en-US/activity/61785-petite-tayo-kidsclub-singapore/,"Highlights
Petite Tayo KidsClub is the first-ever indoor playground where work & play co-exists seamlessly
Ideal for kids aged 1 – 4 years old, let your little one experience the different sensory with Tayo’s play gym with a huge ball pool, and have a go at one of Tayo’s super slides!
Activities include Rock Climb Wall, Super Slides, Ball Pit, Interactive Wall and Maze
With convenient work facilities for parents and imaginative play activity zones for the little ones, we strive to deliver cherished experiences and create fun moments for families",15,,Playgrounds,https://res.klook.com/image/upload/activities/avfmmfb9cedg83x2lwbq.jpg,600,4.4,30,"['Instant confirmation', 'Book now for today', 'Best Price Guarantee']",false
88,Checkpoint Theatre presents SECONDARY: THE MUSICAL by weish,https://www.klook.com/en-US/activity/106812-checkpoint-theatre-presents-secondary-musical-ticket/,"Highlights
Get your tickets to SECONDARY: THE MUSICAL by playwright-composer weish and acclaimed director Huzir Sulaiman
With a powerful, affecting script, and incredible new songs, SECONDARY: THE MUSICAL questions what happens when life is dictated by a final grade
Playwright-composer weish is hailed as “one of the city-state's most acclaimed musicians” (UK's New Musical Express), creating soundscapes that are ""hauntingly emotive and superbly alluring"" (Bandwagon)
Checkpoint Theatre focuses on creating and presenting original Singapore content with strong writing, performance and direction, across different media, disciplines and platforms
SECONDARY: THE MUSICAL runs from 19—28 April 2024 at Victoria Theatre. Book your tickets now!",49,,Events & shows,https://res.klook.com/image/upload/activities/zge2vkyq06o9tekvmfpn.jpg,,,,[],false
89,E-Racing Simulator Experience in Kallang,https://www.klook.com/en-US/activity/54569-kallang-e-racing-simulator-experience-singapore/,"Highlights
Enjoy Sim Racing with the latest hardware available in the market
Get your hands on the Basic Simulator (Logitech G923) or the Direct Drive Simulator (Fanatec Podium DD1)
Experience various racing games that are available in PS4 (Basic) or PC (Direct Drive) Platform such as Gran Turismo Sport, Assetto Corsa Competitzione, Dirt Rally, RaceRoom and many more!
Drive with your favourite cars & legendary race tracks around the world!
Bring a friend and drive together!",33,,Indoor games,https://res.klook.com/image/upload/activities/xcmtpxqkouqveti2oa8o.jpg,100,4.9,,"['Instant confirmation', 'Book now for tomorrow']",false
90,Hi Roller Indoor Skating Ticket,https://www.klook.com/en-US/activity/32072-hi-roller-indoor-skating-ticket/,"Highlights
Bring back this fun activity from the 1950s and 1960s and enjoy indoor skating with your friends and family!
Take your choice of roller or inline skates, perfect for participants of any skill level - from new learners to pros
Enjoy a state of the art skating experience and family-friendly environment for learning, practice, and play",18,16,Indoor games,https://res.klook.com/image/upload/activities/ykljgidfohtsnpmxmd5q.jpg,10000,4.8,599,"['Bestseller', 'Instant confirmation', 'Best Price Guarantee']",false
91,[Klook Exclusive] Kidodo Indoor Playground Admission Ticket in Singapore,https://www.klook.com/en-US/activity/62263-kidodo-indoor-playground-admission-singapore/,"Highlights
Looking for an adventurous yet knowledgeable experience? The Kidodo Indoor Playground is what you are looking for
This indoor playground offers a wide range of fun and vibrant facilities available for your children to explore
Watch your children interact with one another and enhance their independent skills as they utilize the indoor games
Enjoy a hassle-free and worry less experience as all play areas and equipment are safe to use",12,,Playgrounds,https://res.klook.com/image/upload/activities/pq5d6vhl3kmxfiozox0c.jpg,100,4.6,11,"['Instant confirmation', 'Book now for tomorrow']",false
92,Smigy Playground Ticket in Singapore,https://www.klook.com/en-US/activity/65772-smigy-playground-tickets-singapore/,"Highlights
SMIGY opened in Paya Lebar Quarter mall in 2019, and after 2 years, the popular indoor playground has opened a second outlet at Tiong Bahru Plaza!

Tiong Bahru Smigy outlet is an 3800sf indoor kids playground that includes a sandpit, ball pit, a mini carousel, and a race track that circles all around the playground! Kids can also climb into the 2nd level of the play structure where they will find pretend play for princesses, chefs, supermarket and more!",23,,Playgrounds,https://res.klook.com/image/upload/activities/yhjmscx7lk8xehdufu5b.jpg,500,4.8,38,"['Instant confirmation', 'Book now for tomorrow']",false
124,Breakfast in the Wild at Singapore Zoo,https://www.klook.com/en-US/activity/140-singapore-zoo-breakfast-singapore/,"Highlights
Dig into an array of breakfast favorites, including made-to-order eggs, bakery delights, local delicacies and more
Anticipate the amazing arrival of the orangutan family as they take the ‘treeway' from their free-range habitat next door
Please be informed that the appearance of the wildlife ambassadors at Breakfast in the Wild is not fixed, and is subject to rotation, weather and animal conditions.",35,,Outdoor & sports activities,https://res.klook.com/image/upload/activities/apj9xbb5ohp79rvxry1g.jpg,10000,4.4,602,"['Bestseller', 'Best Price Guarantee']",false
93,Indian Heritage Centre Admission Ticket,https://www.klook.com/en-US/activity/6114-indian-heritage-centre-ticket-singapore/,"What to expect
Get a chance to learn all about the history of Singapore's Indian community with a visit to the Indian Heritage Centre. Know as the first museum in Southeast Asia to focus on the diverse heritage of the local Indian community, the building stuns with its iconic design that combines elements of traditional Indian architecture with modern ones, allowing for a structure that's not only unique but sustainable as well. Check out the variety of exhibitions inside, such as ""Indians in Singapore: Past & Present,"" which depict the experiences of the Indian community from 1st century CE to the present through artifacts and interactive displays, as well as ""Symbols & Scripts: The Language of Craft,"" which traces the rich material heritage across various Indian communities. Free guided tours in English, Tamil, and Mandarin are also available during select days.",8,,Museums,https://res.klook.com/image/upload/activities/syarxywleqsjmuoq9nkx.jpg,1000,4.5,106,"['Easy refund', 'Instant confirmation', 'Best Price Guarantee']",false
94,Kidztropic Ticket in Singapore,https://www.klook.com/en-SG/activity/90381-kidzropic-indoor-playground-singapore/,"What to expect
Kidztropic is a cozy indoor “family edutainment center” and meeting place for both parents and kids! Fun and educational learning to develop teamwork and confidence through family-friendly activities. Enjoy the indoor playground area comprising of slides, ball pit, trampolines, climbing walls, pretend play and an area with sensory toys. Get to fuel your kid’s imagination and creativity through child-initiated play!",15,,Playgrounds,https://res.klook.com/image/upload/activities/lxjtsbqikqcv76xuamfv.jpg,,,,"['Instant confirmation', 'Book now for tomorrow']",false
95,Sun Yat Sen Nanyang Memorial Hall Admission Ticket,https://www.klook.com/en-US/activity/6119-sun-yat-sen-nanyang-memorial-hall-singapore/,"What to expect
Travel back in time as you enter the Sun Yat Sen Nanyang Memorial Hall, a villa-turned-museum that commemorates Dr. Sun, the iconic leader in the 1911 Chinese Revolution and a pivotal figure in Chinese and Southeast Asian history. The memorial hall, once the stronghold of the Chinese Revolutionary Alliance, displays a large number of historical photographs and personal belongings of Sun Yat Sen, along with other artifacts from the revolution. A large number of exhibits showcase the history of the Singaporean Chinese community during the first half of the 20th century and narrates the impact of the revolution on Singapore and other Southeast Asian societies. Don't miss the authentic 100 year old Letterpress Cylinder Printing Machine, one of the most interesting pieces in this Heritage Centre. As you explore the halls together with your volunteer tour guide, get a glimpse of the rich history of the prominent community that led China to become what it is today.

",8,,Museums,https://res.klook.com/image/upload/activities/srddenm5cdqk701r5epk.jpg,1000,4.7,66,"['Easy refund', 'Instant confirmation', 'Book now for today', 'Best Price Guarantee']",false
96,Mandai Multi Park Ticket,https://www.klook.com/en-US/activity/30305-singapore-zoo-multi-parks-bundle/,"Highlights
Venture into the award-winning Singapore Zoo where animals roam freely in open habitats
Admire the vibrant colors of various fish and ancient-looking creatures as you wander the Singapore River Wonders
Explore the Singapore Night Safari for an off-hour wildlife adventure to observe the Zoo’s nocturnal fauna
Learn about birds such as flamingos, ostriches, pelicans, lorikeets at the Jurong Bird Park",85.5,,Zoos & aquariums,https://res.klook.com/image/upload/activities/tlaiutyd9fbrz6l6jka3.jpg,60000,4.7,1599,"['Bestseller', 'Instant confirmation']",false
97,Merry Haus Playground Ticket in Singapore,https://www.klook.com/en-US/activity/64589-merry-haus-playground-ticket-singapore/,"Highlights
Opened in June 2019, Merry Haus Playground has been one of the top favorite indoor playgrounds in Singapore
While the children go about their own adventures in the play area, parents can also enjoy their personal time at the cafe
The Merry Haus Cafe offers various types of delicious treats, including cakes, ice cream, and waffles",12,,Playgrounds,https://res.klook.com/image/upload/activities/opdhdrlyh1qdsloaebml.jpg,,5,,"['Instant confirmation', 'Book now for today']",false
98,Racing Simulation Experience,https://www.klook.com/en-US/activity/67816-racing-simulation-experience/,"Highlights
New to simulation racing or you have been racing for awhile but can't seem to get past the basics and go faster?
Come to 99 Bends to practice the key basics of racing that will set the foundation for everything!
Rent a simulation rig to drive on any track or road of your choice in any car of your dreams!",20,,Indoor games,https://res.klook.com/image/upload/activities/zmxyentdhcqjej0bxsai.jpg,,,,"['Instant confirmation', 'Book now for tomorrow']",false
99,Singapore Peranakan Chinese Culture and Heritage Private Museum,https://www.klook.com/en-US/activity/94110-singapore-peranakan-chinese-culture-heritage-museum/,"What to expect
Once you step into the Straits Enclave Peranakan Chinese Private Museum, you have gone back in time at a 1928 Peranakan Chinese home when these architecturally stunning shophouses were constructed in the Joo Chiat heritage district of Singapore.

Guest will be soaked in the ambience of the beautifully decorated Peranakan Chinese museum, and gain understanding of Singapore's uniquely Peranakan Chinese heritage and culture from a Peranakan cultural talk.

Guests are welcomed by a captivating nostalgic ambience, followed by a feast for their eyes where they will be tickled by the stories behind them. The place provides fascinating insights into the development of this unique culture and heritage that infuses Colonial, Chinese and Malay influences into their living spaces, furniture ware, fabric ware, porcelain ware, jewelry ware and more.

Guest will also be served with the Peranakan kuehs (snacks) and tea during the visit to seal off to an extraordinary experience at the Straits Enclave.",38,,Museums,https://res.klook.com/image/upload/activities/uxe42v25wx690c1etyyb.jpg,,5,,"['Instant confirmation', 'Book now for tomorrow']",false
100,[Klook Cares] Donate an Experience: Museum of Ice Cream,https://www.klook.com/en-US/activity/102371-klook-cares-museum-of-ice-cream/,"ABOUT MOIC
We create multi-sensorial installations that connect people and spread joy. To us, ice cream is more than a sweet treat. It’s a universal symbol of happiness, a vehicle for imaginative wonder, and a powerful force to bring people together. We believe that anything is possible. MOIC is where unicorns are real and where dreams come true.",47,,Museums,https://res.klook.com/image/upload/activities/g6bsbavlkooq7eavg2ew.jpg,,,,['Instant confirmation'],false
132,"Kayak, Stand Up Paddleboard, Banana Boat and Donut at Ola Beach Club",https://www.klook.com/en-US/activity/48606-kayak-stand-up-paddle-board-ola-beach-club/,"Get to have the fun experience of looking at the coastal scenaries while paddling on your stand up board
You'll be exercising your arms at the same time while relaxing over the club house's chill vibes",25,22,Water activities,https://res.klook.com/image/upload/activities/bpdoaroweeknogrpgzbk.jpg,10000,4.7,737,"['Bestseller', 'Private group', 'Instant confirmation', 'Book now for tomorrow']",false
101,90 Minutes Private Farm Tour and Hands-On Feast,https://www.klook.com/en-US/activity/107140-private-farm-tour-hands-on/,"What to expect
Unveiling the MWA Mystique: Embark on a personalized journey through MWA’s urban farm. Learn about our ethos of environmental consciousness and dedication to ethical mushroom farming. Discover the fascinating life cycle of fungi, from the intricate network of mycelium to the vibrant fruiting bodies we love to eat.

Dive into the Hands-on Fun, Choose your adventure:
Tissue Culture: Hone your dexterity in our sterile lab, mastering the delicate art of propagating mushrooms from tiny tissue samples.
Substrate Preparation:  Witness the transformation of natural materials like sawdust and straw into fertile beds for mushroom growth.

Visit the Fruiting Chamber: Step into a wonderland of vibrant hues and earthy aromas! Explore the meticulously controlled fruiting chambers where mushrooms sprout in all their glory.

Cook Your Way to Mycological Mastery: Join hands with MWA’s Kampung Chef in our rustic kitchen. Using a bounty of freshly harvested MWA mushrooms, learn traditional and innovative recipes that celebrate the earthy umami depths of these fungal treasures. Prepare a feast fit for a gourmet.

",108,,Zoos & aquariums,https://res.klook.com/image/upload/activities/xetzlm2jt6emco3mbm2q.jpg,,,,[],false
102,Genting Dream Destination Cruises by Resorts World Cruises,https://www.klook.com/en-US/activity/72920-rw-cruise-singapore/,"What to expect
Welcome to Asia’s latest gateway to adventure and one-of-a-kind experiences you’ll carry with you long after you disembark.

Explore the exciting restaurants, bars and cafes offering dishes and drinks you know and love plus many you’ve yet to discover. Then take your pick from our world-class theatre shows, parties, performances, classes and facilities - there’s something going on somewhere, all day. And when you’re ready for some rest, no one does accommodation better than Asia’s hospitality veterans.

Cruise Line of the Singapore Cruise
The cruise line offering this Singapore cruise trip is Resort World Cruises. You will be boarding the Genting Dream cruise ship for an ultimate seacation.

The Unique Southeast Asia Cruise Trip
There are multiple 3-4 days unique itineraries to choose from, the Singapore cruise trips set sail in Marina Bay Cruise Centre and dock at different Malaysia & Thailand ports including Kuala Lumpur, Penang & Phuket.

Facilities & activities Onboard
The Genting Dream cruise ship offers a great variety of onboard facilities & experiences including waterslide park, high elements obstacle course & zipline, spa, Yin Yang Show at Zodiac Theatre, live music from special events and many more!

Restaurants Onboard
There are also a great number of specialty restaurants ranging from luxury Japanese cuisine to the outdoor hotpot restaurant to choose from. There are also onshore trips offered at the different destinations, book here before they sell out!",75,,Cruises,https://res.klook.com/image/upload/activities/krnbbfxrqnpbsbrfztej.jpg,40000,4.4,1472,"['Bestseller', 'Instant confirmation', 'Exclusive price', 'Up to 20% off', 'Best Price Guarantee']",false
103,Singapore River Cruise,https://www.klook.com/en-US/activity/3846-river-cruise-singapore/,"Highlights
Enjoy a relaxing ride aboard the iconic bumboat along the scenic river in Singapore
Marvel at the historical and modern buildings of the city during the 40-minute boat cruise
Learn about the rich past of Raffles Landing Site, The Merlion, the Esplanade, Marina Bay Sands, and more!",28,25,Cruises,https://res.klook.com/image/upload/activities/eyccdzp1k0vc8zkwdsrg.jpg,300000,4.7,7038,"['Bestseller', 'Instant confirmation']",false
104,Big Bus Singapore Hop On Hop Off Tour (Open-Top),https://www.klook.com/en-US/activity/87135-big-bus-sightseeing-tour-singapore/,"What to expect
Check out the top attractions and most iconic Singapore landmarks on board an open-top, double-decker bus. See something interesting? Simply hop off and explore. Return to the same bus stop and hop on to the next bus to continue your tour. Take in the bustling cityscape while you enjoy the guided tours with audio commentary in 7 languages.

Your ticket gives you access to 2 hop-on hop-off sightseeing routes – Yellow and Red lines. Discover iconic landmarks including Singapore Flyer, Marina Bay Sands, Gardens by the Bay, Merlion, Singapore Botanic Gardens, and Raffles Hotel on-board the Yellow line. On the Red line, explore the diverse ethnic enclaves Little India, Kampong Glam and Chinatown where you will find pre-World War II conserved shophouses and Buddhist and Hindu temples.

Choose a 1-day Discover Ticket and hop-off at any stop to explore Singapore your way. Pick a 2-day Essential Ticket for another day on the bus. Or go for a 2-day Explore Ticket that comes with a 3-hour live guided Night Tour.

The Night Tour is a 3 hours fully guided open-top, double-decker bus tour where you will be awed by the breathtaking view of the city skyline at Marina Barrage. Sample local food at Lau Pa Sat and catch the Garden Rhapsody light and sound show at Gardens By the Bay’s Supertree Grove, an impressive set of vertical gardens that light up in a dazzling display.",59,53.1,Tours,https://res.klook.com/image/upload/activities/wvafw7ztkrwrsnkya1hm.jpg,40000,4.6,673,"['Bestseller', 'Instant confirmation', 'Book now for today']",false
105,The Original DUCKtours Singapore,https://www.klook.com/en-US/activity/5526-the-original-ducktours-singapore/,"Highlights
Discover Singapore in 30 minutes on land and 30 minutes on sea
Get up close to iconic landmarks of Singapore from the Marina Bay
Enjoy a unique tour experience on a remodeled amphibious war craft
Get up close to Singapore's famous skyline, historical landmarks, and gorgeous bay view",40.5,,Tours,https://res.klook.com/image/upload/activities/lsn1xr4o0marlu26yf02.jpg,100000,4.6,3683,"['Bestseller', 'Instant confirmation', 'Book now for tomorrow']",false
106,MegaZip at Mega Adventure Park Singapore,https://www.klook.com/en-US/activity/713-megazip-singapore/,"Highlights
Fly across the jungle, beach and sea with your friends and family!
Have an adrenaline rush as you take on a thrilling adventure on the MegaZip
Soar over Sentosa’s 75 meters high jungle tree tops, down to the pristine sands of Siloso beach
A fun 450m long ride cruising at up to 60kph!",66,,Outdoor & sports activities,https://res.klook.com/image/upload/activities/ltdqcsjrwxc6tpwy0nw1.jpg,50000,4.7,3233,"['Bestseller', 'Instant confirmation']",false
107,River Cruise by WaterB,https://www.klook.com/en-US/activity/3240-river-boat-cruise-singapore/,"What to expect
See the busy Singapore from a new angle as you embark on a delightful boat cruise that will introduce you to the city’s exciting urban present as well as its interesting past. Once a busy trading waterway to the shophouses at Boat Quay, Singapore River has since transformed into a relaxing scenic route evoking memories of Singapore’s early days. Hop on the boat at Fort Canning Jetty and sail past key city landmarks including Riverside Point, Parliament House, Asian Civilizations Museum, Merlion Park, Esplanade Theatres on the Bay and more. Listen to onboard commentary and learn interesting facts about the city. You will be able to get off at any of the 7 jetties at Clarke Quay, Marina Bay or Boat Quay to continue your exploration of Singapore.

",28,26.5,Cruises,https://res.klook.com/image/upload/activities/simk9h23bykvyxjrxuxi.jpg,100000,4.7,2734,"['Bestseller', 'Instant confirmation', 'Book now for today', 'Best Price Guarantee']",false
108,Anthem of the Seas Cruise by Royal Caribbean International,https://www.klook.com/en-US/activity/92838-anthem-seas-cruise-singapore-royal-caribbean-international/,"What to expect
Embark on an extraordinary journey with Anthem of the Seas by Royal Caribbean; an innovative cruise ship that brings luxury, adventure, and entertainment to new heights. Experience breathtaking shows, diverse dining options, and thrilling activities like skydiving at Ripcord by iFLY and panoramic views from the North Star. Relax in the Vitality Spa or indulge in the pools and sports facilities. Families will love Adventure Ocean youth program, while RFID WOWbands simplify onboard experiences. Unleash your wanderlust as we sail to captivating destinations on a 3-night, 4-night, 5-night, 8-night, or 10-night cruise from Singapore. Join us on Anthem of the Seas for an unforgettable cruise vacation filled with endless possibilities and cherished memories.",1368.15,1109.49,Cruises,https://res.klook.com/image/upload/activities/btkbwqiqwjzsxsutu4un.jpg,50,,,[],false
109,Bungy Jump & The New Tandem Bungy at Skypark Sentosa,https://www.klook.com/en-US/activity/6116-sentosa-bungy-jump-singapore/,"Skypark Sentosa is the ultimate action-packed day out. Set on Singapore’s beautiful Siloso Beach, you can choose adrenaline or relaxation - all with awe-inspiring views
Take the leap from the 47m high AJ Hackett Bungy Jump platform, feel the rush of the Giant Swing or just sit back and take in the view of Sentosa at our exclusive Summerhouse Beach Club
-With the brilliant design of the Jump Decks and overhead roof, a full range of Bungy Jump styles are possible",15,11,Outdoor & sports activities,https://res.klook.com/image/upload/activities/dqasmfomu78rht6ydzmf.jpg,10000,4.8,982,"['Bestseller', 'Instant confirmation', 'Combo: 16% off']",false
110,1-Way Genting Dream Destination Cruises by Resorts World Cruises,https://www.klook.com/en-US/activity/77698-rw-cruise-singapore/,"What to expect
Welcome to Asia’s latest gateway to adventure and one-of-a-kind experiences you’ll carry with you long after you disembark.

Explore the exciting restaurants, bars and cafes offering dishes and drinks you know and love plus many you’ve yet to discover. Then take your pick from our world-class theatre shows, parties, performances, classes and facilities - there’s something going on somewhere, all day. And when you’re ready for some rest, no one does accommodation better than Asia’s hospitality veterans.

Cruise Line of the Singapore Cruise
The cruise line offering this Singapore cruise trip is Resort World Cruise. You will be boarding the Genting Dream cruise ship for an ultimate seacation.

The Unique Southeast Asia Cruise Trip
There are multiple 2-5 days unique itineraries to choose from, the Singapore cruise trips set sail in Marina Bay Cruise Centre and dock at different Malaysia & Thailand ports including Kuala Lumpur, Penang, Meleka & Phuket.

Facilities & activities Onboard
The Genting Dream cruise ship offers a great variety of onboard facilities & experiences including waterslide park, high elements obstacle course & zipline, spa, Yin Yang Show at Zodiac Theatre, live music from special events and many more!

Restaurants Onboard
There are also a great number of specialty restaurants ranging from luxury Japanese cuisine to the outdoor hotpot restaurant to choose from. There are also onshore trips offered at the different destinations, book here before they sell out!

Cabin Categories Available
There are 4 main categories being offered on this cruise ship - budget-friendly interior staterooms, premium Oceanview, spacious Balcony staterooms, and deluxe cabins as Suites.",22.25,,Cruises,https://res.klook.com/image/upload/activities/rfg6nvfhbjacaocnv5mc.jpg,3000,4.6,72,"['Instant confirmation', 'Best Price Guarantee']",false
111,Singapore City Tour + Optional Gardens by the Bay / Singapore Flyer,https://www.klook.com/en-US/activity/33524-singapore-city-tour-gardens-bay-flyer/,"Highlights
Proceed for our City Tour, visit Singapore’s icons such as the Merlion Park. Next, Thian Hock Keng Temple in Chinatown, our oldest and most important temple of the Hokkien people in the country and Little India, an ethnic district.",38,,Tours,https://res.klook.com/image/upload/activities/gmsfxxsfr1n773cmy0fk.jpg,3000,4.4,130,"['Easy refund', 'Instant confirmation', 'Best Price Guarantee']",false
112,iFly Singapore,https://www.klook.com/en-US/activity/139-ifly-singapore/,"What To Expect from iFly Singapore
Experience what it's like to skydive without the dangers and cost of doing a tandem jump! iFly introduces the new sport of bodyflying, where participants are given the chance to hover and 'fly' inside the world's first themed wind tunnel. With patented technology, the 16.5ft-wide, five storey-high tunnel propels flyers through powerful airspeeds, replicating the jump experienced from a plane. You will receive training from professional instructors and get suited up in sky diving gear before doing your jump, ensuring that safety grounds are covered before entering the tunnel and experiencing the rush of a sky dive!",109,89,Indoor games,https://res.klook.com/image/upload/activities/xje5wyzzp9a0ipblgsqc.jpg,20000,4.6,1382,"['Bestseller', 'Instant confirmation', 'Combo: 10% off']",false
113,Ceramic and Pottery Workshop in Orchard Gateway,https://www.klook.com/en-US/activity/46016-singapore-ceramic-workshop-experience-singapore-diy-workshop/,"Highlights
Unleash your creativity & transform a lump of clay into art in this shop located conveniently in town
Get tips and tricks as you go through the entire process from passionate pottery instructors at Taoz Ceramic
Choose between a cup, bowl or vase and take your craft home as a decoration piece",59,34,Cultural experiences,https://res.klook.com/image/upload/activities/nvrat18udr1uz72hofm2.jpg,10000,4.7,988,"['Bestseller', 'Easy refund', 'Instant confirmation', 'Book now for today']",false
114,Am I Addicted Pottery Workshop in Singapore,https://www.klook.com/en-US/activity/70204-singapore-class-am-i-addicted-pottery-cafe/,"Highlights
Am I Addicted’s Pottery aim to build a community created for and by minded creators
The classes are taught by professional ceramists and enjoy your time with friends here as a bonding experience!
Walking on Sunshine is the Singapore’s most Instagram-Worthy, garden themed Korean fusion cafe.
Not to mention, our Self-Photo Studio Singapore is the largest collection of self-photo studios in Singapore!",49,,Cultural experiences,https://res.klook.com/image/upload/activities/b9undtmqyqidwce3j6bh.jpg,6000,4.7,119,"['Bestseller', 'Instant confirmation']",false
